ここで、彼らは革命の話,ここで彼らは革命について語った。,じゆうをゆめみて,自由を夢見て
ここで炎の点灯は彼らだった,ここで彼らは炎を照らした。,ほのおともえて,炎と燃えて
ここで彼らが歌った「明日」の,彼らはここで,`明日,'について歌いました,ともにうたったが,共に歌ったが
そして明日は来なかった,明日は決して来なかった。,そのひはこない,その日は来ない
隅の席から,コーナーのテーブルから,あたらしいせかいを,新しい世界を
生まれ変わる、世界を見ることができます,彼らは生まれ変わった世界を見ることができた,まぶたにえがいて,まぶたに描いて
鳴っている声とバラ,そして彼らは声で鳴り響く,こえもたからかに,声も高らかに
私は今それらを聞くことができます,私は今それらを聞くことができます！,うたった,歌った
彼らが歌っていた非常に言葉,彼らが歌った言葉,うたのちかいそのまま,歌の誓いそのまま
彼らの最後の聖体拝領になった,彼らとの最後の交わり,わかれをつげた,別れを告げた
明け方の孤独なバリケード,夜明けの孤独なバリケードで。,とりでのさびしいよあけ,砦の寂しい夜明け
ああ私の友人、私の友人私を許してください,ああ私の友人、私の友人は私を許して,ああともよゆるせ,ああ友よ許せ
私が住んでいる、あなたがなくなっています,私が生きているとあなたはなくなってしまった。,ぼくはいきている,僕は生きている
話すことができない悲しみがあります,話せない悲しみがあります。,ことばにならない,言葉にならない
痛みは延々とがあります,痛みが続いています。,いたみとかなしみ,痛みと悲しみ
ファントム、ウィンドウに直面しています,ファントムは窓に面しています。,まどにうつるかげ,窓に映る影
床にファントムの影,フロア上の幻影の影。,ゆかにもすがたが,床にも姿が
空のテーブル空の椅子,空のテーブルで空の椅子,からのいすとてーぶる,空の椅子とテーブル
私の友人が交わるないより,私の友人はもう会うことはありません。,ともはもういない,友はもういない
ああ私の友人、私の友人、私に聞かないでください,ああ私の友人、私の友人、私に尋ねないでください,ああともよきくな,ああ友よ聞くな
どのようなあなたの犠牲は,あなたの犠牲は何のためだったのですか？,ちりはてたいみを,散り果てた意味を
空のテーブル空の椅子,空のテーブルで空の椅子,からのいすとてーぶる,空の椅子とテーブル
以上を歌う私の友人がないです,私の友人がもう歌わない場所,うたごえもない,歌声もない

雪は今夜山の上に白を点灯します,今夜は雪が白く白く輝く,ふりはじめたゆきは,降る始めた雪は
見られるようにないフット,プリント,見られる足跡ではありません,あしあとけして,足跡消して
分離の王国,孤独の王国,まっしろなせかいに,真っ白な世界に
私は女王のように見えます,そして私は女王様のように見えます,ひとりのわたし,一人の私
内部この渦巻く嵐のような風が鳴いています。,この渦巻く嵐のように、風が吹き荒れている,かぜがこころにささやくの,風が心にささやくの
それを保つことができなかった、天は、私が試した知っています。,それを保持することができませんでした、天国は私が試したことを知っている,このままじゃだめなんだと,このままじゃダメなんだと
させてはいけない、見てはいけない,それらを聞かせてはいけません。,とまどいきずつき,戸惑い傷つき
あなたは常にする必要があります良い女の子,あなたは常にあなたがしなければならない良い女の子になりなさい,だれにもうちあけずに,誰にも打ち明けずに
隠す、感じることはありません、知っているさせてはいけない,隠す、感じない、知らせてはいけない,なやんでたそれも,悩んでたそれも
さて、彼らは知っています。,さて、彼らは今知っている,もうやめよう,もうやめよう
それは行く、行かせて,それを行こう、それを放す,ありのままの,ありのままの
戻って、もうそれを保持できません。,もう戻れない,すがたをみせるのよ,姿を見せるのよ
それは行く、行かせて,それを行こう、それを放す,ありのままの,ありのままの
そっぽを向くし、ドアをバタンと閉める,離れてドアを叩く,じぶんになるの,自分になるの
彼らが言うつもり気にしません。,私は彼らが何を言おうとしているのか気にしない,なにもこわくない,何も怖くない
嵐の怒りを聞かせてください。,嵐が激怒する,かぜよふけ,風よ吹け
寒さは決してとにかく私を気,とにかく寒さは決して邪魔されなかった,すこしもさむくないわ,少しも寒くないわ
それはどのようにいくつかの距離は、小さいように見えるすべておかしい,ある距離によってすべてが小さく見えることは面白い,なやんでたことがうそみたいね,悩んでたことが嘘みたいね
一度私に制御されて不安が私に全然得ることができないと,かつて私をコントロールしていた恐怖は、私にはまったく届きません,だってもうじゆうよなんでもできる,だってもう自由よ何でもできる
それ以外に何ができるかを参照してください。,私は何ができるか見る時間です,どこまでやれるか,どこまでやれるか
限界をテストし、突破,限界をテストして突破するには,じぶんをためしたいの,自分を試したいの
私の権利は、ない、ない規則します。,いいえ、間違っていない、私のためのルールがない,そうよかわるのよ,そうよ変わるのよ
私は無料です。,私は自由だ,わたし,私
それは行く、行かせて,それを行こう、それを放す,ありのままで,ありのままで
私は風と空,私は風と空の者です,そらへかぜにのって,空へ風に乗って
それは行く、行かせて,それを行こう、それを放す,ありのままで,ありのままで
私が泣くと表示されません。,あなたは私が泣くのを見ることはありません,とびだしてみるの,飛び出してみるの
私はここに立って、私はここに滞在,私はここに立ってここにいる,にどとなみだは,二度と涙は
嵐の怒りを聞かせてください。,嵐が激怒する,ながさないわ,流さないわ
地面に空気を通って私の電源の小雨,私の力は大気中を地面に飛び散る,つめたくだいちをつつみこみ,冷たく大地を包み込み
私の魂は冷凍フラクタルすべての周りに螺旋状に,私の魂は凍ったフラクタルで渦巻いています,たかくまいあがるおもいえがいて,高く舞い上がる思い描いて
氷の爆発のような結晶する,1,つの考えと,そして1つの考えは氷のような爆風のように結晶化する,はなさくこおりのけっしょうのように,花咲く氷の結晶のように
ありませんよ、過去は過去,私は戻ってこない、過去は過去,かがやいていたいもうきめたの,輝いていたいもう決めたの
それは行く、それを手放すと,それを行かせて、それを放す,これでいいの,これでいいの
夜明けのような上昇するよ,私は夜明けのように上がるでしょう,じぶんをすきになって,自分を好きになって
それは行く、行かせて,それを行こう、それを放す,これでいいの,これでいいの
その完璧な女の子が消えています。,その完璧な少女はなくなった,じぶんしんじて,自分信じて
ここで、私は日の光の中で立ってください。,ここで私は日の光の中に立つ,ひかりあびながら,光浴びながら
嵐の怒りを聞かせてください。,嵐が激怒する,あるきだそう,歩き出そう
寒さは決してとにかく私を気,とにかく寒さは決して邪魔されなかった,すこしもさむくないわ,少しも寒くないわ

バラに滴る雨滴子猫のヒゲ,子猫のバラとひげの雨滴,ばらのはなびらにころがるしずく,バラの花びらに転がる滴
明るい銅のケトル、暖かいウールのミトン,明るい銅のケトルと暖かいウールのミトン,ちっちゃなこねこのぴんとしたおひげ,ちっちゃな子猫のぴんとしたおヒゲ
文字列で結ばれた茶色い紙の包み,茶色の紙パッケージが紐で結ばれている,あたたかいてぶくろにちゃいろのつつみ,温かい手袋に茶色の包み
これらは、私のお気に入りの一部,これらは私の好きなもののいくつかです,それがわたしのすきなもの,それが私の好きなもの
クリーム色のポニー、ぱりぱりのアップルパイ,クリーム色のポニーと鮮明なリンゴスティルデル,おかをはしるみるくいろのこうま,丘を走るミルク色の子馬
ドアベルとそりのベル、シュニッツェルのヌードル添え,玄関付きのドアベルとスレイ鈴とシュニッツェル,できたてのりんごぱいあっぷるすとぅーどる,出来たてのりんごパイアップルストゥードル
月を翼に乗せて飛ぶ雁,月と翼の上を飛ぶ野生のガチョウ,くりーむいっぱいのうぃんなーこーひー,クリームいっぱいのウィンナーコーヒー
これらは、私のお気に入りの一部です。,これらは私の好きなことのいくつかです。,それがわたしのすきなもの,それが私の好きなもの
白いドレスに青いサテンベルトの女の子,青いサテンのサッシを持つ白いドレスの女の子,まつげにおちてきたゆきのかけら,まつげに落ちてきた雪の欠片
私の鼻とまつげにつもる雪,私の鼻とまつげに残る雪片,しろいどれすにさてんのりぼん,白いドレスにサテンのリボン
ばねに溶ける銀の白い冬,バネに溶け込む銀白色の冬,はるにとけてゆくはくぎんのせかい,春に溶けてゆく白銀の世界
これらは、私のお気に入りの一部,これらは私の好きなもののいくつかです,それがわたしのすきなもの,それが私の好きなもの
犬に噛まれたりときに、ハチ刺され,犬が噛む時、蜂が鳴くとき,いぬにかまれてはちにさされて,犬に噛まれてハチに刺されて
私が悲しい時は,私が悲しい時に,なきたくなっても,泣きたくなっても
私のお気に入りたちをただ思い出す,私は単に私のお気に入りのことを覚えています,すきなものおもいだせば,好きなもの思い出せば
そんなに悪く感じないし、,そして、私はそれほど気分が悪くない,いやなきぶんとはぐっばい,嫌な気分とはグッバイ

私の考え、愛情を込めて、私の考え,私のことを考えて、私を愛し、,どうぞおもいでを,どうぞ思い出を
さようならを言った。,私たちはさようならと言った。,このむねに,この胸に
たまには私を覚えています。,私をしばらく覚えている,ふたりはわかれを,２人は別れを
試してみます私に約束してください。,あなたが試してくれることを約束してください。,つげるけれど,告げるけれど
長い場合は、もう一度見つかったら、,あなたがそれを見つけると、もう一度、あなたは長くなる,わすれないでいてね,忘れないでいてね
あなたの心を取り戻すと無料,あなたの心を取り戻して自由になる,すぎしひのあいを,過ぎし日の愛を
現時点では、発見した場合,あなたが今瞬間を見つけたら、,いつかあなたのむねに,いつかあなたの胸に
私のための思考を割く,私のために考えを惜しまない,よみがえる,よみがえる
私たちは私たちの愛は、常緑樹と決して言いませんでした。,私たちの愛はいつも緑色だったとは決して言わなかった。,このよのあいははかなく,この世の愛は儚く
海のように変わらない,または海と変わらない,ゆめかまぼろしか,夢か幻か
しかし、あなたはまだ覚えていることができる場合,しかし、あなたがまだ覚えていれば,いろあせぬうちに,色褪せぬうちに
停止し、私の考え,私を止めて考える,こころふかく,心深く
すべてのことを考える,すべてのことを考えて,なつのひび,夏の日々
共有し、見てきた,我々は共有して見た,とおくにさり,遠くに去り
方法事についてとは思わない,方法のことを考えないでください,いまはもうすぎて,今はもう過ぎて
されている可能性があります。,あったかもしれません,かえらず,帰らず
私の考え、目を覚ます、私の考え,私を考えて、私が目を覚ますと思って、,ひとりすごすよの,一人過ごす夜の
沈黙し、辞任。,沈黙と辞任。,さびしさよ,寂しさよ
私は、あまりにもハードにしようとして想像してみてください。,私を想像して、あまりにも頑張ろう,あなたのおもかげに,あなたの面影に
私の心からあなたを置く。,あなたを私の心から救うために。,こころみだれ,心乱れ
当時を思い出してください。,当時のことを思い出して,よべども,呼べども
それらのすべての回を振り返ってください。,その時代を振り返り、,もうかえらぬ,もう帰らぬ
我々は決してやる物だと思う,私たちが決してしないことを考える,すぎしあいのとき,過ぎし愛のとき
決して日があります。,一日は決してないでしょう。,わすれないでいて,忘れないでいて
私はあなたの考えていないとき,私はあなたのことを考えないだろう,ふたりのひび,２人の日々

あなたは私の腕の中で,あなたは私の腕の中にいる,あなたと,あなたと
すべての世界は穏やか,そして、すべての世界は落ち着いている,ふたりでおどれば,2人で踊れば
2つだけのため音楽,2つしか演奏していない音楽,わすれてしまうなにもかも,忘れてしまう何もかも
とても近く一緒に,だから一緒に,みつめあう,見つめ合う
あなたといるとき,私があなたと一緒にいるとき,ただそれだけで,ただそれだけで
なので生きている感じに近い,だから感動に近い,むねがときめく,胸がときめく
生命はで行く,人生は続く,ときはながれ,時は流れ
ロマンチックな夢を停止します。,ロマンチックな夢が止まる,ゆめはいろあせ,夢は色褪せ
だから、鉱山の別れし、は知らなかった,だから私は私の別れを告げて、決して知らなかった,きえていったどこかへ,消えて行ったどこかへ
あなたとここで待って、閉じるが待っていたので,だから近づいて待っていた、ここであなたと待っていた,いまあなたにむねのなかで,今あなたに胸の中で
今永遠に私は知っています。,そして今、永遠に私は知っている,ゆめとまたであえた,夢とまた出会えた
すべてのことはあなたを保持したいです。,あなたを抱きしめたいものすべて,だきしめたいあいを,抱きしめたい愛を
近いので,とても近い,こめて,込めて
その有名なハッピーエンドに到達に近いので,その有名な幸せな終わりに近づくように,ああもうすこしでてがとどくのに,ああもう少しで手が届くのに
これはほとんど信じていないふりをします。,ほぼこれがふりをしていないと信じている,やっとほんとうのしあわせに,やっと本当の幸せに
今私の横にいるし、どのようにここまで来た,そして今、あなたは私のそばにいて、私たちがどれくらい遠くに来たのか見ています。,ああこのままいつまでも,ああこのままいつまでも
ここまではとても近く、します。,これまでのところ、私たちはとても近いです,ずっといっしょにいたいのに,ずっと一緒にいたいのに
顔のない日を直面するに可能性,どのように私は顔のない日に直面することができる,あなたのいないせかいなんて,あなたのいない世界なんて
場合は、今あなたを失う必要があります?,私は今あなたを失う必要がありますか？,かなしすぎる,悲しすぎる
我々は閉じています。,我々はとても近い,もうあと,もう後
その有名なハッピーエンドに到達するには,その有名な幸せな終わりに到達する,すこしでてがとどくのに,少しで手が届くのに
ほとんど信じてなかったふりをして,そしてこれはほとんどがこれがふりをしていないと信じていた,やっとほんとうのしあわせに,やっと本当の幸せに
我々は知っているの夢を見に行こう,夢を見てみましょう,ふたりでみたうつくしいゆめ,2人で見た美しい夢
近いので,とても近い,どうか,どうか
近いので,とても近い,まだ,まだ
今のところまだ,それでもまだまだ,さめないで,さめないで

あなたは無知な野蛮人だと思う,あなたは私が無知な野蛮人だと思う,なにもしらないっていうけど,何も知らないって言うけど
そして、多くの場所をしてきた,そしてあなたはとても多くの場所にいました,なにもみたこと,何も見たこと
私はそうでなければならないと思います,私はそれがそうでなければならないと思う,ないっていうけど,ないって言うけど
まだお会いできませんが、,しかし、私はまだ見ることができません,なにもかもが,何もかもが
無知な未開人が私の場合,野蛮人が私であれば,わかるというの,分かるというの
できますそんなにわからないということですか。,あなたは知らないほどのことがありますか？,しらないことばかりよ,知らないことばかりよ
知らないですよね,あなたは知らない,そうでしょ,そうでしょ
どんな土地でも自分と思う,あなたはあなたが着陸した土地を所有していると思います,あなたがふむこのだいちを,あなたが踏むこの大地を
地球はちょうど死んだ事を主張できます。,地球はあなたが主張できるただの死んだものです,よくみてごらんなさい,よく見てごらんなさい
私はすべての岩や木や生き物を知っているが、,しかし、私はすべての岩や木やクリーチャーを知っています,いわもきもみんないきて,岩も木もみんな生きて
生活をして、精神には、名前を持つ,人生を持っている、精神を持っている、名前がある,こころもなまえもあるわ,心も名前もあるわ
人は、人だけと思う,あなたは、人である唯一の人,あなたがしらないせかい,あなたが知らない世界
見て、あなたのような人は、します。,あなたのように見え、考える人,しろうとしてないだけ,知ろうとしてないだけ
しかし、見知らぬ人の足跡を歩く場合,しかし、もしあなたが見知らぬ人の足音を歩いているなら,みしらぬこころのとびら,見知らぬ心の扉
あなたが決して知らなかったことをあなたが決して知らなかったことを学びます,あなたは決して知らなかったことを知りません,あけてのぞいてほしいの,開けて覗いて欲しいの
狼が青い満月に向かい遠吠えを聞いた,青いコーンの月にオオカミの叫び声を聞いたことがありますか？,あおいつきにほえるおおかみと,青い月に吠える狼と
または彼が笑った理由をニヤリとボブキャットに尋ねたか。,または、なぜ彼が笑って笑ってボブキャットに尋ねた？,わらうやまねこのうた,笑うヤマネコの歌
山々のすべての声で歌うことができるか。,山の声で歌えますか？,あなたにもうたえるかしら,あなたにも歌えるかしら
風のすべての色を塗ることはできますか。,あなたは風のすべての色でペイントできますか？,かぜのえのぐはなにいろ,風の絵の具は何色
風のすべての色を塗ることはできますか。,あなたは風のすべての色でペイントできますか？,かぜのえのぐはなにいろ,風の絵の具は何色
隠された松の森の小道を走り,森の隠れた松林の道を走りなさい,もりのこみちかけぬけて,森の小道を駆け抜けて
地球の太陽の果実を味わってください。,地球のサンワウィーな果実を味わいましょう,あまいいちごはいかが,甘いイチゴはいかが
あなたの周りのすべての富がおちてくる,あなたの周りのすべての富に巻き込まれる,しぜんがあたえてくれる,自然が与えてくれる
一度、決して不思議何の価値だと,そして、一度は、彼らが何を価値があるのだろう,あいにみをまかせるの,愛に身を任せるの
嵐や川は私の兄弟,嵐と川は私の兄弟です,みんなともだちいつでも,みんな友達いつでも
サギやカワウソがあります私の友人,ヘロンとオッターは私の友人です,とりもかわうそたちも,鳥もカワウソたちも
私達はすべて互いに接続されていると,そして私たちはすべて互いにつながっています,いのちはかかわりをもつ,命は関わりを持つ
フープの終わることのないサークルで,円では、決して終わらないフープで,まるくてえいえんのもの,丸くて永遠のもの
どのように高成長はシカモアは?,イチジクはどれくらい成長するのですか？,あぁあのきのたかさ,あぁあの木の高さ
知っていることは決してないだろうし、ダウン、それをカットする場合,あなたがそれをカットすると、あなたは決して知りません,もしきればわからない,もし切れば分からない
狼が青い満月に向かい遠吠えを聞くことはないです。,そして、あなたはオオカミが青いコーンの月に泣くのを聞くことは決してありません,つきとしゃべるおおかみのこえ,月と喋る狼の声
白または銅の皮の,私たちが白人か銅人かを問わず,あなたにはきこえない,あなたには聞こえない
山々のすべての声で歌う必要があります。,私たちは山のすべての声で歌う必要があります,やまのこえとうたをうたって,山の声と歌を歌って
我々は、風のすべての色でペイントする必要があります。,私たちは風のすべての色でペイントする必要があります,かぜのえのぐでえをかく,風の絵の具で絵を描く
地球を所有しても,あなたは地球を所有することができ、まだ,そしてはじめて,そして初めて
あなた自身が地球まで,あなたが所有するのは地球だけです,こたえがわかる,答えが分かる
風のすべての色でペイントすることができます。,あなたは風のすべての色でペイントすることができます,かぜのいろはなにいろか,風の色は何色か

雪の中を威勢のいい,雪を降りる,はしれそりよ,走れソリよ
馬が一頭ソリします。,1つの馬の開いたsleighで,かぜのように,風のように
フィールドの私達は行く,O'er私たちのフィールド,ゆきのなかを,雪の中を
すべての方法を笑っています。,すべてを笑う,かるくはやく,軽く早く
ボブ尾リングの鐘,ボブテールリングの鐘,わらいごえを,笑い声を
明るい精神を作る,精霊を明るくする,ゆきにまけば,雪に撒けば
笑う、歌う楽しさよ,笑って歌うのは楽しいです,あかるいひかりの,明るい光の
今夜そりの歌,今夜の旋律曲,はなになるよ,花になるよ
ああ、ジングルベル、ジングルベル,ああ、ジングルベル、ジングルベル,おぉじんぐるべるじんぐるべる,おぉジングルベル、ジングルベル
ジングルのすべての方法,すべての方法でジングル,すずがなる,鈴が鳴る
ああ、どのような楽しいそれは乗るには,ああ、それがどんなに楽しいか,すずのりずむに,鈴のリズムに
馬が一頭ソリします。,1つの馬の開いたsleighで,ひかりのわがまう,光の輪が舞う
ジングルベル、ジングルベル,ジングルベル、ジングルベル,じんぐるべるじんぐるべる,ジングルベル、ジングルベル
ジングルのすべての方法,すべての方法でジングル,すずがなる,鈴が鳴る
ああ、どのような楽しいそれは乗るには,ああ、それがどんなに楽しいか,もりにはやしに,森に林に
馬が一頭ソリします。,1つの馬の開いたsleighで,ひびきながら,響きながら

いつの日か,いつか,さむでい,サムデイ
私たちが賢明,私たちが賢いとき,ぼくがいつか,僕がいつか
世界の古いとき,世界が古い時代,あいをいつか,愛をいつか
我々が学んだとき,私たちが学んだとき,しるなら,知るなら
私は祈る,私は祈ります,あいぷれい,アイ、プレイ
いつの日か我々はまだ生きる可能性があります。,いつか私たちはまだ生きるかもしれない,あなたのいたみを,あなたの痛みを
ライブし、ライブに,生きて生きる,そうぞうできる,想像できる
いつの日か,いつか,さむでい,サムデイ
人生は公平であります。,人生はより公平になる,よくぼうの,欲望の
稀になる必要があります。,必要はない,なみがきても,波が来ても
欲を支払わない。,貪欲は支払わない,ゆれないふねで,揺れない船で
神の速度,神速,どうか,どうか
この明るいミレニアム,この明るいミレニアム,みちびきたまえ,導きたまえ
その途中で,途中で,あらし,嵐
それは分かる,来てください,のない,の無い
いつの日か,いつか,せかいへ,世界へ
いつの日か,いつか,さむでい,サムデイ
私たちの戦いは、獲得されます。,私たちの戦いは勝利するでしょう,このあらそいが,この争いが
その後、太陽の下でなるよ,私たちは太陽の中に立つ,おわりつげて,終わり告げて
その明るい日の午後,その明るい午後,ひがのぼるまで,昼登るまで
それまで,それまで,あいぷれい,アイ、プレイ
太陽がなくなっている日,太陽がなくなった日に,まちつづけるよ,待ち続けるよ
をハングアップするでしょう,私たちはハングアップします,よるの,夜の
月に願い,月に願いを,つきに,月に
暗く、苦いのいくつかの日があります。,いくつかの日が暗くて苦い,ねがいかけて,願いかけて
私たちは、祈りを持っていないようです。,私たちは祈りを得ていないようです,いのりがきえそうなくらいひびつづいても,祈りが消えそうな暗い日々続いても
いつの日か良い祈りが,しかし、いつかもっと良い祈り,よあけをねがうこと,夜明けを願うこと
私たちすべてが共有する1つの事は、します。,私たち全員が共有しているものですか？,だれもがわかちあえる,誰もが分かち合える
いつの日か,いつか,さむでい,サムデイ
人生は公平であります。,人生はより公平になる,いつかあいを,いつか愛を
稀になる必要があります。,必要はない,ぼくたちが,僕達が
払っていない欲ウィル,欲望は支払わない,しるなら,知るなら
神の速度,神速,どうか,どうか
この明るいミレニアム,この明るいミレニアム,みちびきたまえ,導きたまえ
それは分かる,来てください,あらし,嵐
月に願い,月に願いを,こないうなばらへ,来ない海原へ
1日,ある日,わんでい,ワンデイ
いつの日か,いつか,さむでい,サムデイ
すぐに。,すぐに。,すーん,スーン

これらのウィンドウとこれらの欄干石の背後にある安全,これらの窓の裏側とこれらの石のパラペット,いつもひとりでいきてゆく,いつも一人で生きてゆく
私の下を人々を見つめてください。,私の下の人々を見つめて,ここでかくれてくらす,ここで隠れて暮らす
すべての私の人生ように見て私はここだけを隠す,私のすべての人生私はここで一人で隠れるので、私はそれらを見る,ましたをみつめていきてゆく,真下を見つめて生きてゆく
歴史に飢えている彼らは私を表示します。,彼らが私に示す歴史のために飢えた,ぼくはみんなをみてる,僕はみんなを見てる
すべての私の人生私は彼らの顔を覚える,私のすべての人生私は彼らの顔を覚えている,みんなはぼくをしらない,みんなは僕を知らない
彼らは決して私を知っているようにそれらを知る,彼らが私を知りませんように彼らを知っている,これからもずっとこのまま,これからもずっとこのまま
すべての私の人生は、どのように感じて、一日を渡すのだろうか,すべての私の人生私はそれが一日を過ごすためにどのように感じるのだろう,もしもこのねがいがかなうなら,もしもこの願いが叶うなら
それらは、上記,それらを超えていない,いきたいな,行きたいな
しかし、それらの一部,しかし、その一部,みんなのもと,みんなのもと
そこ,そしてそこに,ひかり,光
太陽の下でください。,太陽の下での生活,あびながら,浴びながら
私の1日を与える,私にある日をそこに与えてください,いちにちだけでも,1日だけでも
私が求めるすべてがあります。,私が尋ねるのは一つだけです,くらしたい,暮らしたい
永遠に保持するために,永遠に保持する,みんなのもとで,みんなのもとで
そこ,そこに,もし,もし
すべての彼らが知らない住んでください。,彼らがすべてどこに住んでいるのかわからない,であいがあって,出会いがあって
何を与えるだろう,私が与えるもの,だれかが,誰かが
私が敢えてください。,私が何を敢えてするか,ぼくを,僕を
1日を生きるだけ,一日そこに住むだけ,あいしてくれるなら,愛してくれるなら
ミラーズと、織工および彼らの妻の中でそこ,製粉業者と製織業者とその妻の間で,みんなはきょうもいそがしくして,みんなは今日も忙しくして
屋根と破風をそれらを見ることができます。,屋根やゲーブルを通って私はそれらを見ることができます,たのしくいきいきくらす,楽しく生き生き暮らす
Ev'ry日彼らが叫ぶ、叱るし、自分たちの生活について行く,彼らが叫んで叱って命を奪う日,なんてすばらしいいきかただ,なんて素晴らしい生き方だ
それはそれらにギフトを顧みず,彼らが贈り物に嫌われている,かがやきにあふれている,輝きに溢れている
私は自分の肌だった場合,私が彼らの肌にいたら,あぁぼくもみんなと,あぁ僕もみんなと一緒に
どんなインスタントを宝物だろう,私はev'ry瞬間を宝物と思います,いっしょにあるいて,いっしょにあるいて
そこ,そこに,みたい,みたい
セーヌ川沿いの散歩,セーヌ川の散歩,さんぽしたい,散歩したい
味は、そこにある午前,朝は味わう,てをつないで,手をつないで
普通の男性のような,普通の男性のように,セーヌのそばを,セーヌの側を
人は自由に歩き回る,誰が自由にそこを歩くのか,あさのひかりを,朝の光を
1日だけし、,ちょうど1日後,あびながら,浴びながら
コンテンツになると誓う,私は満足すると私は誓う,このねがいが,この願いが
私の共有と,私の分け前で,もしも,もしも
再送しません。,再送しません,ぼくに,僕に
